time,status,face_found,lm106,calib,ear,left,right,ear_base,ear_th,mar,mar_base,mar_th,head,head_base,eye,yawn,head_down,feature_ms
1787468730.672,NORMAL,1,1,1,0.2690,0.2700,0.2640,0.4040,0.2630,0.3630,0.4680,0.8420,0.0000,0.4790,0,0,0,0.026
1787468730.949,NORMAL,1,1,1,0.2660,0.2700,0.2600,0.4040,0.2630,0.3570,0.4680,0.8420,0.0000,0.4790,0,0,0,0.082
1787468731.225,NORMAL,1,1,1,0.2670,0.2800,0.2550,0.4040,0.2630,0.3440,0.4680,0.8420,0.0000,0.4790,0,0,0,0.022
1787468731.507,NORMAL,1,1,1,0.3790,0.6090,0.2690,0.4040,0.2630,0.3350,0.4680,0.8420,0.0000,0.4790,0,0,0,0.025
1787468731.797,NORMAL,1,1,1,0.3120,0.2840,0.2690,0.4040,0.2630,0.3460,0.4680,0.8420,0.0000,0.4790,0,0,0,0.021
1787468732.091,NORMAL,1,1,1,0.2890,0.2900,0.2640,0.4040,0.2630,0.3460,0.4680,0.8420,0.0000,0.4790,0,0,0,0.022
1787468732.371,NORMAL,1,1,1,0.2830,0.2860,0.2740,0.4040,0.2630,0.3420,0.4680,0.8420,0.0000,0.4790,0,0,0,0.021
1787468732.643,NORMAL,1,1,1,0.2710,0.2710,0.2600,0.4040,0.2630,0.3720,0.4680,0.8420,0.0000,0.4790,0,0,0,0.031
1787468732.930,NORMAL,1,1,1,0.2740,0.2870,0.2640,0.4040,0.2630,0.3860,0.4680,0.8420,0.0000,0.4790,0,0,0,0.023
1787468733.213,NORMAL,1,1,1,0.2680,0.2600,0.2690,0.4040,0.2630,0.3600,0.4680,0.8420,0.0000,0.4790,0,0,0,0.022
1787468733.484,NORMAL,1,1,1,0.2680,0.2760,0.2600,0.4040,0.2630,0.3450,0.4680,0.8420,0.0000,0.4790,0,0,0,0.020
1787468733.756,NORMAL,1,1,1,0.3180,0.4220,0.2690,0.4040,0.2630,0.3370,0.4680,0.8420,0.0000,0.4790,0,0,0,0.027
1787468734.030,NORMAL,1,1,1,0.2880,0.2740,0.2690,0.4040,0.2630,0.3430,0.4680,0.8420,0.0000,0.4790,0,0,0,0.022
1787468734.312,NORMAL,1,1,1,0.2970,0.3180,0.2870,0.4040,0.2630,0.3430,0.4680,0.8420,0.0000,0.4790,0,0,0,0.048
1787468734.610,NORMAL,1,1,1,0.2820,0.2740,0.2730,0.4040,0.2630,0.3580,0.4680,0.8420,0.0000,0.4790,0,0,0,0.022
1787468734.876,NORMAL,1,1,1,0.3130,0.3820,0.2780,0.4040,0.2630,0.3500,0.4680,0.8420,0.0000,0.4790,0,0,0,0.022
1787468735.142,NORMAL,1,1,1,0.2810,0.2640,0.2640,0.4040,0.2630,0.3530,0.4680,0.8420,0.0000,0.4790,0,0,0,0.025
1787468735.426,NORMAL,1,1,1,0.5100,1.0000,0.2680,0.4040,0.2630,0.3600,0.4680,0.8420,0.0000,0.4790,0,0,0,0.021
1787468735.698,NORMAL,1,1,1,0.4020,0.4140,0.2730,0.4040,0.2630,0.3510,0.4680,0.8420,0.0000,0.4790,0,0,0,0.021
1787468735.981,NORMAL,1,1,1,0.4020,0.4140,0.2730,0.4040,0.2630,0.3510,0.4680,0.8420,0.0000,0.4790,0,0,0,0.021
1787468736.262,NORMAL,1,1,1,0.3610,0.4000,0.2780,0.4040,0.2630,0.3420,0.4680,0.8420,0.0000,0.4790,0,0,0,0.021
1787468736.544,NORMAL,1,1,1,0.2640,0.2500,0.2450,0.4040,0.2630,0.3610,0.4680,0.8420,0.0000,0.4790,0,0,0,0.023
1787468736.820,NORMAL,1,1,1,0.3200,0.4220,0.2780,0.4040,0.2630,0.3490,0.4680,0.8420,0.0000,0.4790,0,0,0,0.023
1787468737.104,NORMAL,1,1,1,0.3350,0.4120,0.2740,0.4040,0.2630,0.3450,0.4680,0.8420,0.0000,0.4790,0,0,0,0.025
1787468737.378,NORMAL,1,1,1,0.3350,0.4120,0.2740,0.4040,0.2630,0.3450,0.4680,0.8420,0.0000,0.4790,0,0,0,0.025
1787468737.647,NORMAL,1,1,1,0.3340,0.3890,0.2780,0.4040,0.2630,0.3420,0.4680,0.8420,0.0000,0.4790,0,0,0,0.027
1787468737.911,NORMAL,1,1,1,0.3340,0.4000,0.2690,0.4040,0.2630,0.3450,0.4680,0.8420,0.0000,0.4790,0,0,0,0.022
1787468738.184,NORMAL,1,1,1,0.2750,0.2400,0.2450,0.4040,0.2630,0.3550,0.4680,0.8420,0.0000,0.4790,0,0,0,0.032
1787468738.467,NORMAL,1,1,1,0.3220,0.4350,0.2590,0.4040,0.2630,0.3510,0.4680,0.8420,0.0000,0.4790,0,0,0,0.020
1787468738.753,NORMAL,1,1,1,0.2800,0.2600,0.2550,0.4040,0.2630,0.3690,0.4680,0.8420,0.0000,0.4790,0,0,0,0.021
1787468739.026,NORMAL,1,1,1,0.2650,0.2650,0.2500,0.4040,0.2630,0.3770,0.4680,0.8420,0.0000,0.4790,0,0,0,0.019
1787468739.298,NORMAL,1,1,1,0.3320,0.4670,0.2690,0.4040,0.2630,0.3610,0.4680,0.8420,0.0000,0.4790,0,0,0,0.024
1787468739.579,NORMAL,1,1,1,0.3540,0.4680,0.2640,0.4040,0.2630,0.3560,0.4680,0.8420,0.0000,0.4790,0,0,0,0.022
1787468739.853,NORMAL,1,1,1,0.3040,0.2800,0.2740,0.4040,0.2630,0.3560,0.4680,0.8420,0.0000,0.4790,0,0,0,0.021
1787468740.122,NORMAL,1,1,1,0.2860,0.2860,0.2690,0.4040,0.2630,0.3560,0.4680,0.8420,0.0000,0.4790,0,0,0,0.023
1787468740.392,NORMAL,1,1,1,0.2850,0.2960,0.2740,0.4040,0.2630,0.3580,0.4680,0.8420,0.0000,0.4790,0,0,0,0.022
1787468740.663,NORMAL,1,1,1,0.2830,0.2860,0.2780,0.4040,0.2630,0.3590,0.4680,0.8420,0.0000,0.4790,0,0,0,0.023
1787468740.934,NORMAL,1,1,1,0.2860,0.2960,0.2780,0.4040,0.2630,0.3590,0.4680,0.8420,0.0000,0.4790,0,0,0,0.018
1787468741.213,NORMAL,1,1,1,0.2970,0.3100,0.2960,0.4040,0.2630,0.3710,0.4680,0.8420,0.0000,0.4790,0,0,0,0.026
1787468741.492,NORMAL,1,1,1,0.5230,1.0000,0.2910,0.4040,0.2630,0.3880,0.4680,0.8420,0.0000,0.4790,0,0,0,0.025
1787468741.764,NORMAL,1,1,1,0.3690,0.2900,0.2820,0.4040,0.2630,0.3900,0.4680,0.8420,0.0000,0.4790,0,0,0,0.030
1787468742.033,NORMAL,1,1,1,0.5460,1.0000,0.2820,0.4040,0.2630,0.3930,0.4680,0.8420,0.0000,0.4790,0,0,0,0.021
1787468742.313,NORMAL,1,1,1,0.3770,0.2860,0.2870,0.4040,0.2630,0.3850,0.4680,0.8420,0.0000,0.4790,0,0,0,0.023
1787468742.588,NORMAL,1,1,1,0.3770,0.2860,0.2870,0.4040,0.2630,0.3850,0.4680,0.8420,0.0000,0.4790,0,0,0,0.023
1787468742.862,NORMAL,1,1,1,0.3500,0.3780,0.2920,0.4040,0.2630,0.3730,0.4680,0.8420,0.0000,0.4790,0,0,0,0.021
1787468743.142,NORMAL,1,1,1,0.3030,0.2750,0.2820,0.4040,0.2630,0.3830,0.4680,0.8420,0.0000,0.4790,0,0,0,0.022
1787468743.422,NORMAL,1,1,1,0.3320,0.4090,0.2780,0.4040,0.2630,0.3690,0.4680,0.8420,0.0000,0.4790,0,0,0,0.024
1787468743.703,NORMAL,1,1,1,0.3390,0.4090,0.2780,0.4040,0.2630,0.3740,0.4680,0.8420,0.0000,0.4790,0,0,0,0.021
1787468743.970,NORMAL,1,1,1,0.3390,0.4090,0.2780,0.4040,0.2630,0.3740,0.4680,0.8420,0.0000,0.4790,0,0,0,0.021
1787468744.239,NORMAL,1,1,1,0.3080,0.2900,0.2910,0.4040,0.2630,0.3980,0.4680,0.8420,0.0000,0.4790,0,0,0,0.020
1787468744.513,NORMAL,1,1,1,0.3270,0.3970,0.2780,0.4040,0.2630,0.3930,0.4680,0.8420,0.0000,0.4790,0,0,0,0.022
1787468744.782,NORMAL,1,1,1,0.3450,0.4220,0.2870,0.4040,0.2630,0.3820,0.4680,0.8420,0.0000,0.4790,0,0,0,0.018
1787468745.066,NORMAL,1,1,1,0.3090,0.2800,0.3000,0.4040,0.2630,0.3850,0.4680,0.8420,0.0000,0.4790,0,0,0,0.021
1787468745.344,NORMAL,1,1,1,0.2960,0.2800,0.2960,0.4040,0.2630,0.3970,0.4680,0.8420,0.0000,0.4790,0,0,0,0.025
1787468745.623,NORMAL,1,1,1,0.2910,0.3000,0.2780,0.4040,0.2630,0.3900,0.4680,0.8420,0.0000,0.4790,0,0,0,0.021
1787468745.914,NORMAL,1,1,1,0.3700,0.5370,0.2870,0.4040,0.2630,0.3820,0.4680,0.8420,0.0000,0.4790,0,0,0,0.022
1787468746.183,NORMAL,1,1,1,0.4110,0.5600,0.2830,0.4040,0.2630,0.3720,0.4680,0.8420,0.0000,0.4790,0,0,0,0.021
1787468746.461,NORMAL,1,1,1,0.4110,0.5600,0.2830,0.4040,0.2630,0.3720,0.4680,0.8420,0.0000,0.4790,0,0,0,0.021
1787468746.743,NORMAL,1,1,1,0.3330,0.2960,0.2870,0.4040,0.2630,0.3750,0.4680,0.8420,0.0000,0.4790,0,0,0,0.024
1787468747.015,NORMAL,1,1,1,0.3050,0.2860,0.2920,0.4040,0.2630,0.3760,0.4680,0.8420,0.0000,0.4790,0,0,0,0.023
1787468747.286,NORMAL,1,1,1,0.4030,0.6300,0.2820,0.4040,0.2630,0.3650,0.4680,0.8420,0.0000,0.4790,0,0,0,0.022
1787468747.563,NORMAL,1,1,1,0.3310,0.2960,0.2870,0.4040,0.2630,0.3700,0.4680,0.8420,0.0000,0.4790,0,0,0,0.021
1787468747.838,NORMAL,1,1,1,0.4230,0.6590,0.2870,0.4040,0.2630,0.3620,0.4680,0.8420,0.0000,0.4790,0,0,0,0.019
1787468748.137,NORMAL,1,1,1,0.3340,0.2800,0.2920,0.4040,0.2630,0.3620,0.4680,0.8420,0.0000,0.4790,0,0,0,0.019
1787468748.419,NORMAL,1,1,1,0.3060,0.2960,0.2870,0.4040,0.2630,0.3650,0.4680,0.8420,0.0000,0.4790,0,0,0,0.023
1787468748.705,NORMAL,1,1,1,0.4340,0.7250,0.2820,0.4040,0.2630,0.3580,0.4680,0.8420,0.0000,0.4790,0,0,0,0.021
1787468748.979,NORMAL,1,1,1,0.3360,0.2800,0.2870,0.4040,0.2630,0.3630,0.4680,0.8420,0.0000,0.4790,0,0,0,0.021
1787468749.258,NORMAL,1,1,1,0.4160,0.6500,0.2690,0.4040,0.2630,0.3530,0.4680,0.8420,0.0000,0.4790,0,0,0,0.022
1787468749.532,NORMAL,1,1,1,0.3270,0.2860,0.2740,0.4040,0.2630,0.3570,0.4680,0.8420,0.0000,0.4790,0,0,0,0.021
1787468749.811,NORMAL,1,1,1,0.2990,0.2860,0.2830,0.4040,0.2630,0.3660,0.4680,0.8420,0.0000,0.4790,0,0,0,0.022
1787468750.086,NORMAL,1,1,1,0.4990,0.9290,0.2830,0.4040,0.2630,0.3660,0.4680,0.8420,0.0000,0.4790,0,0,0,0.016
1787468750.359,NORMAL,1,1,1,0.3620,0.3000,0.2780,0.4040,0.2630,0.3760,0.4680,0.8420,0.0000,0.4790,0,0,0,0.022
1787468750.641,NORMAL,1,1,1,0.3290,0.3370,0.2840,0.4040,0.2630,0.3610,0.4680,0.8420,0.0000,0.4790,0,0,0,0.017
1787468750.921,NORMAL,1,1,1,0.2810,0.2650,0.2450,0.4040,0.2630,0.3680,0.4680,0.8420,0.0000,0.4790,0,0,0,0.021
1787468751.199,NORMAL,1,1,1,0.2820,0.2860,0.2790,0.4040,0.2630,0.3600,0.4680,0.8420,0.0000,0.4790,0,0,0,0.031
1787468751.476,NORMAL,1,1,1,0.2720,0.2700,0.2640,0.4040,0.2630,0.3840,0.4680,0.8420,0.0000,0.4790,0,0,0,0.021
1787468751.749,NORMAL,1,1,1,0.2670,0.2750,0.2550,0.4040,0.2630,0.3790,0.4680,0.8420,0.0000,0.4790,0,0,0,0.027
1787468752.030,NORMAL,1,1,1,0.2840,0.3040,0.2820,0.4040,0.2630,0.3760,0.4680,0.8420,0.0000,0.4790,0,0,0,0.021
1787468752.314,NORMAL,1,1,1,0.2920,0.3060,0.2870,0.4040,0.2630,0.3600,0.4680,0.8420,0.0000,0.4790,0,0,0,0.021
1787468752.602,NORMAL,1,1,1,0.3420,0.3950,0.3430,0.4040,0.2630,0.3780,0.4680,0.8420,0.0000,0.4790,0,0,0,0.025
1787468752.881,NORMAL,1,1,1,0.3420,0.3950,0.3430,0.4040,0.2630,0.3780,0.4680,0.8420,0.0000,0.4790,0,0,0,0.025
1787468753.167,NORMAL,1,1,1,0.3270,0.3210,0.3180,0.4040,0.2630,0.3960,0.4680,0.8420,0.0000,0.4790,0,0,0,0.022
1787468753.435,NORMAL,1,1,1,0.3160,0.3210,0.3040,0.4040,0.2630,0.3830,0.4680,0.8420,0.1410,0.4790,0,0,0,0.024
1787468753.712,NORMAL,1,1,1,0.3390,0.3730,0.3300,0.4040,0.2630,0.3980,0.4680,0.8420,0.0000,0.4790,0,0,0,0.020
1787468754.002,NORMAL,1,1,1,0.3390,0.3530,0.3240,0.4040,0.2630,0.3890,0.4680,0.8420,0.0000,0.4790,0,0,0,0.019
1787468754.282,NORMAL,1,1,1,0.3390,0.3530,0.3240,0.4040,0.2630,0.3890,0.4680,0.8420,0.0000,0.4790,0,0,0,0.019
1787468754.557,NORMAL,1,1,1,0.3020,0.2940,0.2830,0.4040,0.2630,0.3580,0.4680,0.8420,0.0000,0.4790,0,0,0,0.020
1787468754.826,NORMAL,1,1,1,0.3620,0.4840,0.3040,0.4040,0.2630,0.3560,0.4680,0.8420,0.0000,0.4790,0,0,0,0.021
1787468755.096,NORMAL,1,1,1,0.3210,0.3200,0.2790,0.4040,0.2630,0.3660,0.4680,0.8420,0.0000,0.4790,0,0,0,0.026
1787468755.373,NORMAL,1,1,1,0.3210,0.3200,0.2790,0.4040,0.2630,0.3660,0.4680,0.8420,0.0000,0.4790,0,0,0,0.026
1787468755.640,NORMAL,1,1,1,0.3080,0.3200,0.2830,0.4040,0.2630,0.3680,0.4680,0.8420,0.0000,0.4790,0,0,0,0.085
1787468755.911,NORMAL,1,1,1,0.3430,0.4190,0.3040,0.4040,0.2630,0.3590,0.4680,0.8420,0.0000,0.4790,0,0,0,0.021
1787468756.189,NORMAL,1,1,1,0.3180,0.3270,0.2830,0.4040,0.2630,0.3690,0.4680,0.8420,0.0000,0.4790,0,0,0,0.021
1787468756.461,NORMAL,1,1,1,0.3560,0.4560,0.2980,0.4040,0.2630,0.3610,0.4680,0.8420,0.0000,0.4790,0,0,0,0.025
1787468756.751,NORMAL,1,1,1,0.3780,0.4710,0.3080,0.4040,0.2630,0.3560,0.4680,0.8420,0.0000,0.4790,0,0,0,0.027
1787468757.022,NORMAL,1,1,1,0.3270,0.3040,0.2960,0.4040,0.2630,0.3640,0.4680,0.8420,0.0000,0.4790,0,0,0,0.023
1787468757.317,NORMAL,1,1,1,0.2940,0.2800,0.2740,0.4040,0.2630,0.3660,0.4680,0.8420,0.0000,0.4790,0,0,0,0.020
1787468757.621,NORMAL,1,1,1,0.3060,0.3040,0.2880,0.4040,0.2630,0.3610,0.4680,0.8420,0.0000,0.4790,0,0,0,0.026
1787468757.916,NORMAL,1,1,1,0.3060,0.3040,0.2880,0.4040,0.2630,0.3610,0.4680,0.8420,0.0000,0.4790,0,0,0,0.026
1787468758.186,NORMAL,1,1,1,0.2930,0.2940,0.2790,0.4040,0.2630,0.3580,0.4680,0.8420,0.0000,0.4790,0,0,0,0.026
1787468758.460,NORMAL,1,1,1,0.2860,0.2940,0.2690,0.4040,0.2630,0.3730,0.4680,0.8420,0.0000,0.4790,0,0,0,0.021
1787468758.731,NORMAL,1,1,1,0.2880,0.3080,0.2720,0.4040,0.2630,0.6210,0.4680,0.8420,0.0000,0.4790,0,0,0,0.022
1787468759.013,NORMAL,1,1,1,0.2850,0.2960,0.2720,0.4040,0.2630,0.7540,0.4680,0.8420,0.0000,0.4790,0,0,0,0.024
1787468759.291,NORMAL,1,1,1,0.2850,0.2960,0.2720,0.4040,0.2630,0.7540,0.4680,0.8420,0.0000,0.4790,0,0,0,0.024
1787468759.577,NORMAL,1,1,1,0.2910,0.2950,0.2930,0.4040,0.2630,0.7470,0.4680,0.8420,0.0000,0.4790,0,0,0,0.021
1787468759.845,NORMAL,1,1,1,0.2830,0.2750,0.2830,0.4040,0.2630,0.7350,0.4680,0.8420,0.0000,0.4790,0,0,0,0.022
1787468760.114,NORMAL,1,1,1,0.2760,0.2820,0.2610,0.4040,0.2630,0.7420,0.4680,0.8420,0.0000,0.4790,0,0,0,0.020
1787468760.385,NORMAL,1,1,1,0.2760,0.2680,0.2830,0.4040,0.2630,0.7120,0.4680,0.8420,0.0000,0.4790,0,0,0,0.022
1787468760.663,NORMAL,1,1,1,0.3420,0.4680,0.2870,0.4040,0.2630,0.5130,0.4680,0.8420,0.0000,0.4790,0,0,0,0.021
1787468760.928,NORMAL,1,1,1,0.3570,0.4530,0.2780,0.4040,0.2630,0.3810,0.4680,0.8420,0.0000,0.4790,0,0,0,0.023
1787468761.210,NORMAL,1,1,1,0.2960,0.2590,0.2680,0.4040,0.2630,0.3680,0.4680,0.8420,0.0000,0.4790,0,0,0,0.018
1787468761.507,NORMAL,1,1,1,0.2840,0.2780,0.2770,0.4040,0.2630,0.3510,0.4680,0.8420,0.0000,0.4790,0,0,0,0.030
1787468761.778,NORMAL,1,1,1,0.2800,0.2920,0.2640,0.4040,0.2630,0.3450,0.4680,0.8420,0.0220,0.4790,0,0,0,0.024
1787468762.074,NORMAL,1,1,1,0.2690,0.2550,0.2720,0.4040,0.2630,0.3490,0.4680,0.8420,0.0250,0.4790,0,0,0,0.023
1787468762.343,NORMAL,1,1,1,0.4910,0.9620,0.2590,0.4040,0.2630,0.3330,0.4680,0.8420,0.0000,0.4790,0,0,0,0.017
1787468762.614,NORMAL,1,1,1,0.3520,0.2730,0.2810,0.4040,0.2630,0.3500,0.4680,0.8420,0.0150,0.4790,0,0,0,0.019
1787468762.889,NORMAL,1,1,1,0.3020,0.2690,0.2810,0.4040,0.2630,0.3580,0.4680,0.8420,0.0130,0.4790,0,0,0,0.020
1787468763.165,NORMAL,1,1,1,0.2780,0.2550,0.2770,0.4040,0.2630,0.3610,0.4680,0.8420,0.0130,0.4790,0,0,0,0.025
1787468763.449,NORMAL,1,1,1,0.3010,0.3460,0.2820,0.4040,0.2630,0.3560,0.4680,0.8420,0.0000,0.4790,0,0,0,0.020
1787468763.721,NORMAL,1,1,1,0.2560,0.2230,0.2410,0.4040,0.2630,0.3620,0.4680,0.8420,0.0000,0.4790,0,0,0,0.020
1787468763.995,NORMAL,1,1,1,0.2610,0.2590,0.2680,0.4040,0.2630,0.3600,0.4680,0.8420,0.0000,0.4790,0,0,0,0.022
1787468764.264,NORMAL,1,1,1,0.2550,0.2500,0.2540,0.4040,0.2630,0.3590,0.4680,0.8420,0.0000,0.4790,0,0,0,0.022
1787468764.549,EYE_CLOSED,1,1,1,0.2530,0.2450,0.2590,0.4040,0.2630,0.3590,0.4680,0.8420,0.0000,0.4790,1,0,0,0.021
1787468764.975,NORMAL,1,1,1,0.3000,0.3860,0.2640,0.4040,0.2630,0.3460,0.4680,0.8420,0.0000,0.4790,0,0,0,0.022
1787468765.415,NORMAL,1,1,1,0.2730,0.2500,0.2680,0.4040,0.2630,0.3570,0.4680,0.8420,0.0000,0.4790,0,0,0,0.020
1787468765.685,NORMAL,1,1,1,0.2650,0.2410,0.2820,0.4040,0.2630,0.3550,0.4680,0.8420,0.0760,0.4790,0,0,0,0.019
1787468765.955,NORMAL,1,1,1,0.2610,0.2500,0.2680,0.4040,0.2630,0.3590,0.4680,0.8420,0.0000,0.4790,0,0,0,0.027
1787468766.220,NORMAL,1,1,1,0.2610,0.2500,0.2730,0.4040,0.2630,0.3580,0.4680,0.8420,0.0450,0.4790,0,0,0,0.023
1787468766.492,NORMAL,1,1,1,0.2600,0.2500,0.2680,0.4040,0.2630,0.3600,0.4680,0.8420,0.0000,0.4790,0,0,0,0.025
1787468766.767,NORMAL,1,1,1,0.2580,0.2500,0.2640,0.4040,0.2630,0.3560,0.4680,0.8420,0.0880,0.4790,0,0,0,0.022
1787468767.047,NORMAL,1,1,1,0.2580,0.2500,0.2640,0.4040,0.2630,0.3560,0.4680,0.8420,0.0880,0.4790,0,0,0,0.022
1787468767.317,NORMAL,1,1,1,0.2560,0.2450,0.2640,0.4040,0.2630,0.3560,0.4680,0.8420,0.1030,0.4790,0,0,0,0.022
1787468767.589,NORMAL,1,1,1,0.2550,0.2500,0.2640,0.4040,0.2630,0.3650,0.4680,0.8420,0.1010,0.4790,0,0,0,0.021
1787468767.866,NORMAL,1,1,1,0.2590,0.2550,0.2680,0.4040,0.2630,0.3670,0.4680,0.8420,0.0060,0.4790,0,0,0,0.021
1787468768.146,NORMAL,1,1,1,0.2550,0.2450,0.2590,0.4040,0.2630,0.3680,0.4680,0.8420,0.0000,0.4790,0,0,0,0.030
1787468768.415,NORMAL,1,1,1,0.2550,0.2450,0.2590,0.4040,0.2630,0.3680,0.4680,0.8420,0.0000,0.4790,0,0,0,0.030
1787468768.692,EYE_CLOSED,1,1,1,0.2610,0.2640,0.2640,0.4040,0.2630,0.3610,0.4680,0.8420,0.0000,0.4790,1,0,0,0.021
1787468769.128,LONG_EYE_CLOSED,1,1,1,0.2580,0.2410,0.2730,0.4040,0.2630,0.3620,0.4680,0.8420,0.0930,0.4790,1,0,0,0.023
1787468769.569,LONG_EYE_CLOSED,1,1,1,0.2580,0.2410,0.2730,0.4040,0.2630,0.3620,0.4680,0.8420,0.0930,0.4790,1,0,0,0.023
1787468769.845,LONG_EYE_CLOSED,1,1,1,0.2710,0.2830,0.2730,0.4040,0.2630,0.3570,0.4680,0.8420,0.0000,0.4790,1,0,0,0.021
1787468770.118,LONG_EYE_CLOSED,1,1,1,0.2690,0.2690,0.2680,0.4040,0.2630,0.3570,0.4680,0.8420,0.0000,0.4790,1,0,0,0.026
1787468770.388,LONG_EYE_CLOSED,1,1,1,0.2670,0.2640,0.2680,0.4040,0.2630,0.3550,0.4680,0.8420,0.0000,0.4790,1,0,0,0.057
1787468770.669,LONG_EYE_CLOSED,1,1,1,0.2620,0.2550,0.2630,0.4040,0.2630,0.3620,0.4680,0.8420,0.0000,0.4790,1,0,0,0.022
1787468770.936,LONG_EYE_CLOSED,1,1,1,0.2770,0.2790,0.2910,0.4040,0.2630,0.3580,0.4680,0.8420,0.0000,0.4790,1,0,0,0.022
1787468771.206,NORMAL,1,1,1,0.2940,0.2980,0.3090,0.4040,0.2630,0.3590,0.4680,0.8420,0.0000,0.4790,0,0,0,0.029
1787468771.642,NORMAL,1,1,1,0.3110,0.3100,0.3100,0.4040,0.2630,0.3490,0.4680,0.8420,0.0000,0.4790,0,0,0,0.020
1787468771.932,NORMAL,1,1,1,0.3000,0.2860,0.3040,0.4040,0.2630,0.3680,0.4680,0.8420,0.0000,0.4790,0,0,0,0.021
1787468772.214,NORMAL,1,1,1,0.2920,0.2710,0.3040,0.4040,0.2630,0.3740,0.4680,0.8420,0.0000,0.4790,0,0,0,0.021
1787468772.494,NORMAL,1,1,1,0.2920,0.2800,0.3040,0.4040,0.2630,0.3800,0.4680,0.8420,0.0000,0.4790,0,0,0,0.022
1787468772.766,NORMAL,1,1,1,0.2880,0.2650,0.3080,0.4040,0.2630,0.3800,0.4680,0.8420,0.0000,0.4790,0,0,0,0.022
1787468773.037,NORMAL,1,1,1,0.2960,0.2940,0.3080,0.4040,0.2630,0.3770,0.4680,0.8420,0.0000,0.4790,0,0,0,0.021
1787468773.321,NORMAL,1,1,1,0.2960,0.2840,0.3080,0.4040,0.2630,0.3780,0.4680,0.8420,0.0000,0.4790,0,0,0,0.025
1787468773.593,NORMAL,1,1,1,0.2960,0.2840,0.3080,0.4040,0.2630,0.3780,0.4680,0.8420,0.0000,0.4790,0,0,0,0.025
1787468773.874,NORMAL,1,1,1,0.2970,0.2790,0.3170,0.4040,0.2630,0.3830,0.4680,0.8420,0.0000,0.4790,0,0,0,0.022
1787468774.155,NORMAL,1,1,1,0.3050,0.2960,0.3210,0.4040,0.2630,0.3720,0.4680,0.8420,0.0000,0.4790,0,0,0,0.021
1787468774.456,NORMAL,1,1,1,0.3120,0.3150,0.3150,0.4040,0.2630,0.3790,0.4680,0.8420,0.0000,0.4790,0,0,0,0.021
1787468774.726,NORMAL,1,1,1,0.3120,0.3150,0.3150,0.4040,0.2630,0.3790,0.4680,0.8420,0.0000,0.4790,0,0,0,0.021
1787468774.995,NORMAL,1,1,1,0.3160,0.3180,0.3170,0.4040,0.2630,0.3780,0.4680,0.8420,0.0000,0.4790,0,0,0,0.023
1787468775.275,NORMAL,1,1,1,0.5310,1.0000,0.2870,0.4040,0.2630,0.4220,0.4680,0.8420,0.0000,0.4790,0,0,0,0.029
1787468775.551,NORMAL,1,1,1,0.4020,0.3720,0.2920,0.4040,0.2630,0.4000,0.4680,0.8420,0.0000,0.4790,0,0,0,0.020
1787468775.830,NORMAL,1,1,1,0.3520,0.3590,0.2920,0.4040,0.2630,0.3840,0.4680,0.8420,0.0000,0.4790,0,0,0,0.019
1787468776.109,NORMAL,1,1,1,0.3520,0.3590,0.2920,0.4040,0.2630,0.3840,0.4680,0.8420,0.0000,0.4790,0,0,0,0.019
1787468776.381,NORMAL,1,1,1,0.3280,0.3370,0.2920,0.4040,0.2630,0.3840,0.4680,0.8420,0.0000,0.4790,0,0,0,0.027
1787468776.657,NORMAL,1,1,1,0.3200,0.3370,0.2920,0.4040,0.2630,0.3850,0.4680,0.8420,0.0000,0.4790,0,0,0,0.025
1787468776.932,NORMAL,1,1,1,0.3390,0.4030,0.2960,0.4040,0.2630,0.3850,0.4680,0.8420,0.0000,0.4790,0,0,0,0.021
1787468777.203,NORMAL,1,1,1,0.3450,0.4000,0.2960,0.4040,0.2630,0.3930,0.4680,0.8420,0.0000,0.4790,0,0,0,0.021
1787468777.479,NORMAL,1,1,1,0.3060,0.2890,0.2820,0.4040,0.2630,0.4190,0.4680,0.8420,0.0000,0.4790,0,0,0,0.029
1787468777.753,NORMAL,1,1,1,0.3260,0.3750,0.2980,0.4040,0.2630,0.4980,0.4680,0.8420,0.0000,0.4790,0,0,0,0.020
1787468778.022,NORMAL,1,1,1,0.4250,0.6670,0.2890,0.4040,0.2630,0.5490,0.4680,0.8420,0.0000,0.4790,0,0,0,0.020
1787468778.293,NORMAL,1,1,1,0.3790,0.4050,0.3040,0.4040,0.2630,0.5810,0.4680,0.8420,0.0000,0.4790,0,0,0,0.021
1787468778.582,NORMAL,1,1,1,0.4510,0.6650,0.3150,0.4040,0.2630,0.9860,0.4680,0.8420,0.0000,0.4790,0,0,0,0.030
1787468778.852,NORMAL,1,1,1,0.5520,0.9150,0.2970,0.4040,0.2630,1.1930,0.4680,0.8420,0.0000,0.4790,0,0,0,0.024
1787468779.124,NORMAL,1,1,1,0.2990,0.0000,0.3260,0.4040,0.2630,1.2980,0.4680,0.8420,0.0000,0.4790,0,0,0,0.019
1787468779.403,NORMAL,1,1,1,0.2130,0.0000,0.3330,0.4040,0.2630,1.3080,0.4680,0.8420,0.0000,0.4790,0,0,0,0.020
1787468779.679,YAWN,1,1,1,0.1830,0.0000,0.3330,0.4040,0.2630,1.3110,0.4680,0.8420,0.0000,0.4790,0,1,0,0.023
