time,status,face_found,lm106,calib,ear,left,right,ear_base,ear_th,mar,mar_base,mar_th,head,head_base,eye,yawn,head_down,feature_ms
1787467587.585,NO_FACE,0,0,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.005
1787467588.029,NORMAL,1,1,1,0.1870,0.0000,0.2140,0.2630,0.1710,0.1840,0.3790,0.6830,0.6970,0.4440,0,0,0,0.022
1787467588.484,NORMAL,1,1,1,0.2530,0.4250,0.2420,0.2630,0.1710,0.2830,0.3790,0.6830,0.4080,0.4440,0,0,0,0.022
1787467588.771,NORMAL,1,1,1,0.2530,0.4250,0.2420,0.2630,0.1710,0.2830,0.3790,0.6830,0.4080,0.4440,0,0,0,0.022
1787467589.067,NORMAL,1,1,1,0.1970,0.0000,0.2560,0.2630,0.1710,0.3040,0.3790,0.6830,0.4650,0.4440,0,0,0,0.074
1787467589.359,NORMAL,1,1,1,0.2230,0.2530,0.2560,0.2630,0.1710,0.3160,0.3790,0.6830,0.4720,0.4440,0,0,0,0.021
1787467589.636,NORMAL,1,1,1,0.2380,0.2390,0.2720,0.2630,0.1710,0.3030,0.3790,0.6830,0.5680,0.4440,0,0,0,0.019
1787467589.924,NORMAL,1,1,1,0.2510,0.2600,0.2770,0.2630,0.1710,0.3310,0.3790,0.6830,0.3010,0.4440,0,0,0,0.020
1787467590.203,NORMAL,1,1,1,0.2510,0.2600,0.2770,0.2630,0.1710,0.3310,0.3790,0.6830,0.3010,0.4440,0,0,0,0.020
1787467590.481,NORMAL,1,1,1,0.2760,0.2980,0.3140,0.2630,0.1710,0.3650,0.3790,0.6830,0.0280,0.4440,0,0,0,0.021
1787467590.763,NORMAL,1,1,1,0.3990,0.8240,0.2750,0.2630,0.1710,0.4030,0.3790,0.6830,0.0000,0.4440,0,0,0,0.019
1787467591.032,NORMAL,1,1,1,0.3330,0.2980,0.3040,0.2630,0.1710,0.4140,0.3790,0.6830,0.0000,0.4440,0,0,0,0.022
1787467591.307,NORMAL,1,1,1,0.3170,0.2910,0.3040,0.2630,0.1710,0.4080,0.3790,0.6830,0.0000,0.4440,0,0,0,0.029
1787467591.576,NORMAL,1,1,1,0.3170,0.2910,0.3040,0.2630,0.1710,0.4080,0.3790,0.6830,0.0000,0.4440,0,0,0,0.029
1787467591.867,NORMAL,1,1,1,0.3110,0.2980,0.3100,0.2630,0.1710,0.4090,0.3790,0.6830,0.0000,0.4440,0,0,0,0.020
1787467592.156,NORMAL,1,1,1,0.3020,0.2800,0.3000,0.2630,0.1710,0.4100,0.3790,0.6830,0.0000,0.4440,0,0,0,0.025
1787467592.435,NORMAL,1,1,1,0.3120,0.3290,0.3060,0.2630,0.1710,0.3940,0.3790,0.6830,0.0000,0.4440,0,0,0,0.025
1787467592.712,NORMAL,1,1,1,0.2880,0.2500,0.2690,0.2630,0.1710,0.3870,0.3790,0.6830,0.0000,0.4440,0,0,0,0.025
1787467592.999,NORMAL,1,1,1,0.2880,0.2500,0.2690,0.2630,0.1710,0.3870,0.3790,0.6830,0.0000,0.4440,0,0,0,0.025
1787467593.269,NORMAL,1,1,1,0.2800,0.2720,0.2690,0.2630,0.1710,0.3820,0.3790,0.6830,0.0000,0.4440,0,0,0,0.021
1787467593.552,NORMAL,1,1,1,0.2930,0.2770,0.2980,0.2630,0.1710,0.3980,0.3790,0.6830,0.0000,0.4440,0,0,0,0.025
1787467593.843,NORMAL,1,1,1,0.2840,0.2920,0.2550,0.2630,0.1710,0.3830,0.3790,0.6830,0.0000,0.4440,0,0,0,0.020
1787467594.117,NORMAL,1,1,1,0.2840,0.2920,0.2550,0.2630,0.1710,0.3830,0.3790,0.6830,0.0000,0.4440,0,0,0,0.020
1787467594.391,NORMAL,1,1,1,0.4440,1.0000,0.2780,0.2630,0.1710,0.4330,0.3790,0.6830,0.0000,0.4440,0,0,0,0.029
1787467594.665,NORMAL,1,1,1,0.3300,0.2710,0.2880,0.2630,0.1710,0.4110,0.3790,0.6830,0.0000,0.4440,0,0,0,0.021
1787467594.950,NORMAL,1,1,1,0.3080,0.2710,0.2920,0.2630,0.1710,0.4110,0.3790,0.6830,0.0000,0.4440,0,0,0,0.021
1787467595.232,NORMAL,1,1,1,0.3080,0.2710,0.2920,0.2630,0.1710,0.4110,0.3790,0.6830,0.0000,0.4440,0,0,0,0.021
1787467595.512,NORMAL,1,1,1,0.2990,0.2780,0.2980,0.2630,0.1710,0.3990,0.3790,0.6830,0.0000,0.4440,0,0,0,0.024
1787467595.794,NORMAL,1,1,1,0.2970,0.2840,0.3040,0.2630,0.1710,0.3890,0.3790,0.6830,0.0000,0.4440,0,0,0,0.025
1787467596.076,NORMAL,1,1,1,0.3270,0.4170,0.3110,0.2630,0.1710,0.4670,0.3790,0.6830,0.0880,0.4440,0,0,0,0.025
1787467596.356,NORMAL,1,1,1,0.4140,0.7270,0.3140,0.2630,0.1710,0.5210,0.3790,0.6830,0.0960,0.4440,0,0,0,0.021
1787467596.640,NORMAL,1,1,1,0.3720,0.3880,0.2550,0.2630,0.1710,0.5070,0.3790,0.6830,0.1480,0.4440,0,0,0,0.021
1787467596.923,NORMAL,1,1,1,0.4940,1.0000,0.2850,0.2630,0.1710,0.5150,0.3790,0.6830,0.0150,0.4440,0,0,0,0.021
1787467597.193,NORMAL,1,1,1,0.3480,0.0000,0.3370,0.2630,0.1710,0.8830,0.3790,0.6830,0.1140,0.4440,0,0,0,0.022
1787467597.475,NORMAL,1,1,1,0.2650,0.0000,0.3300,0.2630,0.1710,0.7540,0.3790,0.6830,0.2140,0.4440,0,0,0,0.021
1787467597.768,NORMAL,1,1,1,0.2410,0.2610,0.2800,0.2630,0.1710,0.5210,0.3790,0.6830,0.0000,0.4440,0,0,0,0.023
1787467598.051,NORMAL,1,1,1,0.2410,0.2610,0.2800,0.2630,0.1710,0.5210,0.3790,0.6830,0.0000,0.4440,0,0,0,0.023
1787467598.343,NORMAL,1,1,1,0.2630,0.2830,0.2960,0.2630,0.1710,0.4400,0.3790,0.6830,0.0000,0.4440,0,0,0,0.021
1787467598.640,NORMAL,1,1,1,0.2640,0.2550,0.2760,0.2630,0.1710,0.4040,0.3790,0.6830,0.0000,0.4440,0,0,0,0.021
1787467598.920,NORMAL,1,1,1,0.2680,0.2600,0.2860,0.2630,0.1710,0.3890,0.3790,0.6830,0.0000,0.4440,0,0,0,0.022
1787467599.205,NORMAL,1,1,1,0.2710,0.2600,0.2900,0.2630,0.1710,0.3850,0.3790,0.6830,0.0000,0.4440,0,0,0,0.023
1787467599.486,NORMAL,1,1,1,0.2980,0.2580,0.4050,0.2630,0.1710,0.3760,0.3790,0.6830,0.0000,0.4440,0,0,0,0.026
1787467599.772,NORMAL,1,1,1,0.2840,0.2500,0.2840,0.2630,0.1710,0.3900,0.3790,0.6830,0.0000,0.4440,0,0,0,0.017
1787467600.055,NORMAL,1,1,1,0.3110,0.3710,0.2840,0.2630,0.1710,0.3860,0.3790,0.6830,0.0000,0.4440,0,0,0,0.028
1787467600.339,NORMAL,1,1,1,0.3110,0.3710,0.2840,0.2630,0.1710,0.3860,0.3790,0.6830,0.0000,0.4440,0,0,0,0.028
1787467600.618,NORMAL,1,1,1,0.3020,0.2890,0.2900,0.2630,0.1710,0.3870,0.3790,0.6830,0.0000,0.4440,0,0,0,0.022
1787467600.892,NORMAL,1,1,1,0.3080,0.3130,0.3200,0.2630,0.1710,0.3880,0.3790,0.6830,0.0000,0.4440,0,0,0,0.022
1787467601.170,NORMAL,1,1,1,0.3140,0.2860,0.3590,0.2630,0.1710,0.3950,0.3790,0.6830,0.0000,0.4440,0,0,0,0.020
1787467601.445,NORMAL,1,1,1,0.3160,0.3000,0.3360,0.2630,0.1710,0.4050,0.3790,0.6830,0.0000,0.4440,0,0,0,0.027
1787467601.731,NORMAL,1,1,1,0.3110,0.2760,0.3330,0.2630,0.1710,0.4090,0.3790,0.6830,0.0000,0.4440,0,0,0,0.018
1787467602.007,NORMAL,1,1,1,0.3000,0.2540,0.3200,0.2630,0.1710,0.4200,0.3790,0.6830,0.0000,0.4440,0,0,0,0.020
1787467602.285,NORMAL,1,1,1,0.2980,0.2720,0.3180,0.2630,0.1710,0.4230,0.3790,0.6830,0.0000,0.4440,0,0,0,0.029
1787467602.581,NORMAL,1,1,1,0.2890,0.2590,0.2970,0.2630,0.1710,0.4150,0.3790,0.6830,0.0000,0.4440,0,0,0,0.022
1787467602.859,NORMAL,1,1,1,0.2860,0.2770,0.2900,0.2630,0.1710,0.4230,0.3790,0.6830,0.0000,0.4440,0,0,0,0.020
1787467603.132,NORMAL,1,1,1,0.2620,0.2260,0.2380,0.2630,0.1710,0.4030,0.3790,0.6830,0.0000,0.4440,0,0,0,0.022
1787467603.415,NORMAL,1,1,1,0.2680,0.2690,0.2820,0.2630,0.1710,0.4110,0.3790,0.6830,0.0000,0.4440,0,0,0,0.021
1787467603.706,NORMAL,1,1,1,0.2900,0.3370,0.2980,0.2630,0.1710,0.3910,0.3790,0.6830,0.0000,0.4440,0,0,0,0.027
1787467603.985,NORMAL,1,1,1,0.2820,0.2630,0.2810,0.2630,0.1710,0.3790,0.3790,0.6830,0.0330,0.4440,0,0,0,0.023
1787467604.280,NORMAL,1,1,1,0.4430,1.0000,0.2780,0.2630,0.1710,0.3920,0.3790,0.6830,0.0000,0.4440,0,0,0,0.021
1787467604.565,NORMAL,1,1,1,0.3870,0.3440,0.2950,0.2630,0.1710,0.3740,0.3790,0.6830,0.0000,0.4440,0,0,0,0.030
1787467604.867,NORMAL,1,1,1,0.3370,0.2830,0.2690,0.2630,0.1710,0.3650,0.3790,0.6830,0.0000,0.4440,0,0,0,0.022
1787467605.145,NORMAL,1,1,1,0.3060,0.2650,0.2690,0.2630,0.1710,0.3640,0.3790,0.6830,0.0000,0.4440,0,0,0,0.023
1787467605.449,NORMAL,1,1,1,0.2930,0.2920,0.2620,0.2630,0.1710,0.3630,0.3790,0.6830,0.0770,0.4440,0,0,0,0.022
1787467605.737,NORMAL,1,1,1,0.2870,0.2710,0.2880,0.2630,0.1710,0.3780,0.3790,0.6830,0.0000,0.4440,0,0,0,0.030
1787467606.031,NORMAL,1,1,1,0.3030,0.3660,0.2790,0.2630,0.1710,0.3720,0.3790,0.6830,0.0490,0.4440,0,0,0,0.026
1787467606.314,NORMAL,1,1,1,0.2950,0.2870,0.2820,0.2630,0.1710,0.3680,0.3790,0.6830,0.0020,0.4440,0,0,0,0.024
1787467606.592,NORMAL,1,1,1,0.2920,0.2910,0.2860,0.2630,0.1710,0.3750,0.3790,0.6830,0.0000,0.4440,0,0,0,0.085
1787467606.868,NORMAL,1,1,1,0.3560,0.6140,0.2540,0.2630,0.1710,0.3790,0.3790,0.6830,0.0640,0.4440,0,0,0,0.020
1787467607.155,NORMAL,1,1,1,0.4040,0.6460,0.2790,0.2630,0.1710,0.3820,0.3790,0.6830,0.0000,0.4440,0,0,0,0.021
1787467607.440,NORMAL,1,1,1,0.4190,0.6040,0.2700,0.2630,0.1710,0.3770,0.3790,0.6830,0.0210,0.4440,0,0,0,0.021
1787467607.717,NORMAL,1,1,1,0.4400,0.6750,0.2580,0.2630,0.1710,0.3910,0.3790,0.6830,0.0840,0.4440,0,0,0,0.021
1787467608.003,NORMAL,1,1,1,0.3690,0.2860,0.2780,0.2630,0.1710,0.3980,0.3790,0.6830,0.0000,0.4440,0,0,0,0.026
1787467608.283,NORMAL,1,1,1,0.3290,0.2810,0.2810,0.2630,0.1710,0.3950,0.3790,0.6830,0.0000,0.4440,0,0,0,0.018
1787467608.563,NORMAL,1,1,1,0.3470,0.4670,0.2700,0.2630,0.1710,0.3790,0.3790,0.6830,0.0080,0.4440,0,0,0,2.356
1787467608.846,NORMAL,1,1,1,0.3330,0.3590,0.2750,0.2630,0.1710,0.3750,0.3790,0.6830,0.0610,0.4440,0,0,0,0.025
1787467609.134,NORMAL,1,1,1,0.4720,1.0000,0.2810,0.2630,0.1710,0.5140,0.3790,0.6830,0.0000,0.4440,0,0,0,0.021
1787467609.418,NORMAL,1,1,1,0.3230,0.0000,0.2830,0.2630,0.1710,0.8830,0.3790,0.6830,0.0000,0.4440,0,0,0,0.018
1787467609.701,NORMAL,1,1,1,0.3520,0.4720,0.3040,0.2630,0.1710,0.7820,0.3790,0.6830,0.0180,0.4440,0,0,0,0.020
1787467609.982,NORMAL,1,1,1,0.2590,0.0000,0.2900,0.2630,0.1710,1.0490,0.3790,0.6830,0.0000,0.4440,0,0,0,0.022
1787467610.249,NORMAL,1,1,1,0.2790,0.2950,0.3130,0.2630,0.1710,0.7710,0.3790,0.6830,0.0000,0.4440,0,0,0,0.026
1787467610.555,YAWN,1,1,1,0.2920,0.2950,0.3200,0.2630,0.1710,0.6040,0.3790,0.6830,0.0000,0.4440,0,1,0,0.020
1787467611.048,NORMAL,1,1,1,0.3020,0.3140,0.3160,0.2630,0.1710,0.4580,0.3790,0.6830,0.0000,0.4440,0,0,0,0.022
1787467611.492,NORMAL,1,1,1,0.3060,0.2980,0.3230,0.2630,0.1710,0.4280,0.3790,0.6830,0.0000,0.4440,0,0,0,0.019
1787467611.772,NORMAL,1,1,1,0.3060,0.2980,0.3230,0.2630,0.1710,0.4280,0.3790,0.6830,0.0000,0.4440,0,0,0,0.019
1787467612.043,NORMAL,1,1,1,0.3060,0.2980,0.3190,0.2630,0.1710,0.4040,0.3790,0.6830,0.0000,0.4440,0,0,0,0.020
1787467612.323,NORMAL,1,1,1,0.3060,0.2980,0.3190,0.2630,0.1710,0.4040,0.3790,0.6830,0.0000,0.4440,0,0,0,0.020
1787467612.596,NORMAL,1,1,1,0.3020,0.2910,0.3020,0.2630,0.1710,0.4000,0.3790,0.6830,0.0000,0.4440,0,0,0,0.026
1787467612.873,NORMAL,1,1,1,0.2960,0.2740,0.3020,0.2630,0.1710,0.3890,0.3790,0.6830,0.0000,0.4440,0,0,0,0.022
1787467613.150,NORMAL,1,1,1,0.3040,0.3070,0.3200,0.2630,0.1710,0.3950,0.3790,0.6830,0.0000,0.4440,0,0,0,0.026
1787467613.433,NORMAL,1,1,1,0.3040,0.2980,0.3120,0.2630,0.1710,0.3950,0.3790,0.6830,0.0000,0.4440,0,0,0,0.020
1787467613.708,NORMAL,1,1,1,0.3090,0.3020,0.3270,0.2630,0.1710,0.4070,0.3790,0.6830,0.0000,0.4440,0,0,0,0.025
1787467613.992,NORMAL,1,1,1,0.3070,0.3000,0.3100,0.2630,0.1710,0.4100,0.3790,0.6830,0.0000,0.4440,0,0,0,0.021
1787467614.279,NORMAL,1,1,1,0.3100,0.3070,0.3200,0.2630,0.1710,0.4160,0.3790,0.6830,0.0000,0.4440,0,0,0,0.019
1787467614.559,NORMAL,1,1,1,0.3120,0.3080,0.3200,0.2630,0.1710,0.4100,0.3790,0.6830,0.0000,0.4440,0,0,0,0.025
1787467614.840,NORMAL,1,1,1,0.3020,0.2980,0.3060,0.2630,0.1710,0.4120,0.3790,0.6830,0.0000,0.4440,0,0,0,0.021
1787467615.122,NORMAL,1,1,1,0.3020,0.2980,0.3060,0.2630,0.1710,0.4120,0.3790,0.6830,0.0000,0.4440,0,0,0,0.021
1787467615.412,NORMAL,1,1,1,0.3480,0.5000,0.3060,0.2630,0.1710,0.4190,0.3790,0.6830,0.0000,0.4440,0,0,0,0.022
1787467615.684,NORMAL,1,1,1,0.3260,0.2910,0.3090,0.2630,0.1710,0.4470,0.3790,0.6830,0.0000,0.4440,0,0,0,0.022
1787467615.953,NORMAL,1,1,1,0.3150,0.2910,0.3120,0.2630,0.1710,0.4580,0.3790,0.6830,0.0000,0.4440,0,0,0,0.021
1787467616.235,NORMAL,1,1,1,0.3060,0.2950,0.2970,0.2630,0.1710,0.4320,0.3790,0.6830,0.0000,0.4440,0,0,0,0.022
1787467616.510,NORMAL,1,1,1,0.3110,0.3050,0.3300,0.2630,0.1710,0.4140,0.3790,0.6830,0.0000,0.4440,0,0,0,0.021
1787467616.785,NORMAL,1,1,1,0.3110,0.2980,0.3230,0.2630,0.1710,0.3990,0.3790,0.6830,0.0000,0.4440,0,0,0,0.022
1787467617.061,NORMAL,1,1,1,0.3130,0.3140,0.3160,0.2630,0.1710,0.3930,0.3790,0.6830,0.0000,0.4440,0,0,0,0.024
1787467617.333,NORMAL,1,1,1,0.3110,0.2930,0.3230,0.2630,0.1710,0.3960,0.3790,0.6830,0.0000,0.4440,0,0,0,0.022
1787467617.627,NORMAL,1,1,1,0.3140,0.2980,0.3370,0.2630,0.1710,0.4020,0.3790,0.6830,0.0000,0.4440,0,0,0,0.029
1787467617.908,NORMAL,1,1,1,0.3140,0.3020,0.3270,0.2630,0.1710,0.4070,0.3790,0.6830,0.0000,0.4440,0,0,0,0.023
1787467618.191,NORMAL,1,1,1,0.3110,0.3070,0.3100,0.2630,0.1710,0.4180,0.3790,0.6830,0.0000,0.4440,0,0,0,0.021
1787467618.477,NORMAL,1,1,1,0.3840,0.6750,0.2700,0.2630,0.1710,0.4480,0.3790,0.6830,0.0000,0.4440,0,0,0,0.022
1787467618.755,NORMAL,1,1,1,0.3540,0.3230,0.3110,0.2630,0.1710,0.4370,0.3790,0.6830,0.0000,0.4440,0,0,0,0.022
1787467619.044,NORMAL,1,1,1,0.3880,0.5950,0.2660,0.2630,0.1710,0.4650,0.3790,0.6830,0.0000,0.4440,0,0,0,0.026
1787467619.331,NORMAL,1,1,1,0.4580,0.8120,0.2740,0.2630,0.1710,0.4890,0.3790,0.6830,0.0000,0.4440,0,0,0,0.020
1787467619.617,NORMAL,1,1,1,0.4250,0.4830,0.2870,0.2630,0.1710,0.4830,0.3790,0.6830,0.0000,0.4440,0,0,0,0.022
1787467619.907,NORMAL,1,1,1,0.3950,0.4260,0.2900,0.2630,0.1710,0.4730,0.3790,0.6830,0.0000,0.4440,0,0,0,0.019
1787467620.202,NORMAL,1,1,1,0.3580,0.3070,0.3200,0.2630,0.1710,0.4610,0.3790,0.6830,0.0000,0.4440,0,0,0,0.025
1787467620.502,NORMAL,1,1,1,0.3450,0.3290,0.3300,0.2630,0.1710,0.5480,0.3790,0.6830,0.0000,0.4440,0,0,0,0.024
1787467620.785,NORMAL,1,1,1,0.3300,0.3020,0.3200,0.2630,0.1710,0.6470,0.3790,0.6830,0.0000,0.4440,0,0,0,0.023
1787467621.079,NORMAL,1,1,1,0.3590,0.4810,0.3080,0.2630,0.1710,0.7850,0.3790,0.6830,0.0000,0.4440,0,0,0,0.029
1787467621.369,NORMAL,1,1,1,0.4900,1.0000,0.2980,0.2630,0.1710,0.8280,0.3790,0.6830,0.0000,0.4440,0,0,0,0.022
1787467621.657,NORMAL,1,1,1,0.5620,1.0000,0.3000,0.2630,0.1710,0.8430,0.3790,0.6830,0.0000,0.4440,0,0,0,0.022
1787467621.942,NORMAL,1,1,1,0.4530,0.3120,0.3270,0.2630,0.1710,0.8600,0.3790,0.6830,0.0000,0.4440,0,0,0,0.029
1787467622.224,YAWN,1,1,1,0.4010,0.3210,0.3540,0.2630,0.1710,0.8330,0.3790,0.6830,0.0000,0.4440,0,1,0,0.022
1787467622.692,YAWN,1,1,1,0.3780,0.3180,0.3820,0.2630,0.1710,0.8200,0.3790,0.6830,0.0000,0.4440,0,1,0,0.027
1787467622.972,YAWN,1,1,1,0.3780,0.3180,0.3820,0.2630,0.1710,0.8200,0.3790,0.6830,0.0000,0.4440,0,1,0,0.027
1787467623.245,YAWN,1,1,1,0.3600,0.3210,0.3530,0.2630,0.1710,0.8270,0.3790,0.6830,0.0000,0.4440,0,1,0,0.020
1787467623.536,YAWN,1,1,1,0.3580,0.3410,0.3700,0.2630,0.1710,0.8150,0.3790,0.6830,0.0000,0.4440,0,1,0,0.027
1787467623.814,YAWN,1,1,1,0.3540,0.3370,0.3630,0.2630,0.1710,0.8130,0.3790,0.6830,0.0000,0.4440,0,1,0,0.021
1787467624.100,YAWN,1,1,1,0.3440,0.3100,0.3530,0.2630,0.1710,0.8130,0.3790,0.6830,0.0000,0.4440,0,1,0,0.046
1787467624.374,YAWN,1,1,1,0.3390,0.3110,0.3530,0.2630,0.1710,0.8260,0.3790,0.6830,0.0000,0.4440,0,1,0,0.022
1787467624.652,YAWN,1,1,1,0.3440,0.3330,0.3700,0.2630,0.1710,0.7580,0.3790,0.6830,0.0000,0.4440,0,1,0,0.026
1787467624.930,YAWN,1,1,1,0.3450,0.3330,0.3600,0.2630,0.1710,0.5900,0.3790,0.6830,0.0000,0.4440,0,1,0,0.021
